aX,aY,aZ,gX,gY,gZ
1.372,3.885,4.000,205.750,1.526,-39.368
2.879,2.846,4.000,407.837,91.675,-74.402
4.000,-3.124,4.000,429.138,145.081,-103.149
4.000,-3.664,4.000,166.077,120.056,25.269
1.734,-1.176,2.340,-120.178,71.960,180.481
0.859,-0.204,0.953,-259.338,96.741,169.983
0.490,-0.723,0.206,-320.618,77.576,133.362
0.237,-1.128,-0.109,-346.130,51.208,132.385
0.241,-1.010,-0.032,-378.479,18.494,134.277
-0.095,-0.744,-0.325,-394.897,-24.231,121.765
-0.208,-0.484,-0.378,-368.896,-32.166,90.027
0.145,-0.331,-0.258,-339.966,-20.386,61.646
0.324,-0.182,-0.294,-308.899,-20.447,52.612
0.205,-0.097,-0.210,-268.860,-29.846,53.406
0.004,-0.093,-0.262,-231.812,-48.279,51.819
-0.092,0.003,-0.255,-197.205,-56.091,49.744
-0.209,0.091,-0.255,-165.100,-51.758,57.434
-0.189,0.132,-0.201,-135.498,-40.894,69.763
-0.174,0.166,-0.233,-107.239,-33.386,79.590
-0.162,0.230,-0.186,-80.811,-22.644,87.769
-0.083,0.293,-0.079,-55.298,-13.306,93.872
0.004,0.296,-0.019,-28.992,-11.047,96.741
0.057,0.287,0.030,-5.493,-12.390,95.032
0.101,0.298,0.096,14.404,-15.564,90.393
0.125,0.298,0.130,33.936,-21.606,83.618
0.129,0.263,0.150,51.697,-29.053,76.050
0.126,0.229,0.192,65.857,-35.522,67.993
0.122,0.208,0.252,76.355,-40.955,59.021
0.126,0.175,0.316,83.252,-45.837,49.561
0.141,0.134,0.358,86.487,-49.255,38.879
0.148,0.096,0.391,86.304,-48.706,26.672
0.144,0.078,0.440,82.642,-43.274,14.771
0.148,0.100,0.472,76.111,-36.499,4.761
0.164,0.128,0.490,68.542,-28.137,-1.526
0.214,0.145,0.513,61.646,-17.822,-6.531
0.250,0.163,0.537,56.641,-7.385,-12.817
0.272,0.191,0.557,53.345,2.563,-18.738
0.312,0.225,0.587,51.819,12.085,-22.156
0.366,0.247,0.617,52.246,18.799,-23.132
0.418,0.249,0.648,54.260,23.254,-23.621
0.472,0.241,0.692,58.228,27.100,-25.269
0.524,0.222,0.740,63.416,30.334,-28.015
0.550,0.197,0.769,68.176,30.762,-31.616
0.559,0.176,0.783,70.862,29.358,-34.668
0.571,0.159,0.799,71.228,26.794,-36.194
0.554,0.150,0.794,68.542,24.231,-35.828
0.543,0.143,0.789,64.453,22.339,-34.180
0.539,0.124,0.780,59.814,20.996,-32.104
0.525,0.109,0.770,54.626,20.264,-30.151
0.492,0.114,0.750,49.011,20.264,-28.564
0.489,0.139,0.748,44.434,21.912,-27.832
0.499,0.174,0.769,41.504,23.987,-27.954
0.526,0.199,0.777,40.527,22.034,-28.259
0.544,0.180,0.749,40.527,16.968,-27.710
0.524,0.153,0.714,40.588,13.245,-28.320
0.497,0.168,0.693,40.710,11.108,-29.419
0.491,0.181,0.685,41.504,10.681,-29.297
0.486,0.195,0.700,43.030,11.597,-28.015
0.506,0.193,0.741,45.410,11.719,-25.269
0.524,0.160,0.740,47.058,9.033,-22.095
0.511,0.153,0.738,47.852,5.249,-20.142
0.501,0.169,0.752,48.706,2.747,-19.531
0.505,0.157,0.757,50.293,0.244,-19.531
0.505,0.132,0.764,51.453,-1.099,-21.423
0.506,0.118,0.773,51.514,-0.916,-25.146
0.514,0.113,0.775,50.476,-0.244,-29.236
0.523,0.104,0.787,48.706,1.526,-33.081
0.538,0.097,0.809,47.363,4.028,-35.767
0.550,0.095,0.820,45.776,5.432,-37.048
0.554,0.090,0.822,44.250,5.798,-37.659
0.548,0.080,0.821,43.213,6.592,-37.964
0.530,0.075,0.801,41.809,7.996,-38.208
0.517,0.065,0.777,40.161,11.108,-38.757
0.525,0.058,0.764,38.391,15.869,-39.612
0.544,0.067,0.766,35.828,20.569,-40.100
0.562,0.065,0.759,33.325,23.132,-39.856
0.577,0.054,0.753,31.250,24.048,-39.429
0.586,0.055,0.757,29.663,23.743,-39.185
0.614,0.067,0.774,29.358,21.484,-38.208
0.626,0.069,0.777,31.189,17.273,-36.438
0.641,0.066,0.795,33.264,12.939,-34.058
0.678,0.060,0.821,36.926,8.057,-32.104
0.694,0.045,0.835,40.955,2.441,-30.579
