aX,aY,aZ,gX,gY,gZ
0.716,-0.803,1.543,71.045,-3.662,8.606
0.620,-1.187,1.676,74.829,-26.001,54.138
0.477,-1.565,1.822,64.575,-45.776,94.727
0.436,-1.844,1.941,45.898,-66.284,108.887
0.282,-1.962,1.924,25.024,-92.041,88.562
-0.005,-1.836,1.809,5.798,-115.173,47.546
-0.286,-1.641,1.686,-4.089,-120.667,9.827
-0.440,-1.511,1.597,-0.244,-103.394,-13.428
-0.401,-1.434,1.584,16.968,-70.251,-27.466
-0.232,-1.410,1.672,43.640,-37.109,-38.391
-0.074,-1.494,1.765,72.876,-18.372,-48.523
-0.009,-1.638,1.798,98.511,-14.038,-58.167
-0.021,-1.800,1.837,114.563,-12.817,-67.505
-0.025,-1.923,1.846,121.094,-5.066,-77.148
0.067,-1.928,1.871,117.615,13.123,-86.365
0.224,-1.868,1.922,108.276,36.560,-92.712
0.406,-1.762,1.960,97.412,56.458,-92.102
0.576,-1.611,1.971,85.876,65.979,-81.116
0.707,-1.471,1.963,75.378,62.866,-59.753
0.782,-1.417,1.928,66.895,48.340,-31.738
0.781,-1.447,1.867,58.289,25.635,-2.991
0.676,-1.485,1.755,46.265,-0.671,20.752
0.508,-1.499,1.584,31.128,-24.719,36.865
0.307,-1.477,1.399,14.404,-42.114,46.082
0.091,-1.424,1.215,-1.221,-49.133,49.194
-0.085,-1.337,1.058,-12.817,-45.227,46.387
-0.156,-1.268,0.938,-18.921,-32.288,39.124
-0.165,-1.209,0.849,-20.630,-16.418,30.945
-0.141,-1.128,0.795,-18.494,-3.723,23.560
-0.107,-1.027,0.771,-11.597,4.089,16.174
-0.076,-0.954,0.764,0.366,9.155,7.935
-0.053,-0.915,0.765,15.137,13.367,-0.610
-0.035,-0.892,0.776,29.968,19.592,-8.545
-0.011,-0.888,0.797,43.030,28.809,-15.808
0.027,-0.910,0.836,52.002,41.748,-19.409
0.106,-0.921,0.875,54.688,57.190,-16.785
0.209,-0.910,0.936,51.208,71.167,-8.362
0.322,-0.882,1.027,43.274,79.163,3.418
0.430,-0.850,1.117,34.363,75.806,17.151
0.471,-0.844,1.189,26.367,60.669,30.212
0.466,-0.855,1.227,19.348,36.926,41.138
0.405,-0.865,1.213,12.634,10.864,47.485
0.294,-0.843,1.168,5.554,-10.071,47.913
0.197,-0.809,1.100,-0.427,-21.118,43.701
0.106,-0.776,1.041,-4.639,-20.386,37.415
0.032,-0.725,0.989,-9.277,-6.836,30.151
0.036,-0.633,0.971,-14.465,15.808,25.452
0.125,-0.561,1.019,-19.104,40.161,25.269
0.197,-0.507,1.065,-20.325,57.617,28.198
0.252,-0.465,1.102,-18.860,67.017,34.607
0.310,-0.466,1.145,-15.564,69.397,44.189
0.375,-0.500,1.172,-13.062,65.125,52.673
0.380,-0.528,1.160,-12.268,54.565,53.162
0.354,-0.561,1.136,-14.465,42.969,45.715
0.319,-0.533,1.082,-18.982,33.875,32.959
0.288,-0.554,1.020,-25.574,31.128,19.592
0.265,-0.484,0.957,-33.447,35.278,6.287
0.270,-0.384,0.907,-40.039,44.800,-1.709
0.285,-0.327,0.902,-44.189,58.960,-3.479
0.334,-0.302,0.886,-46.448,74.036,-3.235
