aX,aY,aZ,gX,gY,gZ
0.634,1.357,0.923,-60.669,56.946,-18.433
0.797,1.326,0.998,-75.134,54.443,-17.700
0.998,1.262,1.068,-89.417,52.490,-22.766
1.199,1.315,1.020,-101.685,53.040,-34.302
1.364,1.482,0.961,-102.600,59.509,-52.490
1.593,1.503,0.996,-82.275,73.486,-68.909
2.055,1.295,1.125,-51.575,89.661,-65.796
2.580,0.958,1.355,-29.175,84.595,-37.415
2.795,0.640,1.529,-23.987,43.213,4.517
2.577,0.380,1.536,-33.142,-27.771,47.974
2.074,0.123,1.455,-47.546,-98.450,76.050
1.505,-0.201,1.351,-63.843,-120.789,81.604
1.165,-0.453,1.257,-88.379,-76.904,75.867
1.145,-0.544,1.245,-119.751,5.249,60.974
1.231,-0.520,1.129,-143.616,89.417,29.114
1.318,-0.359,0.954,-144.958,156.250,-22.339
1.796,-0.268,0.990,-121.277,198.975,-75.989
2.676,-0.323,1.211,-83.740,193.420,-100.037
3.127,-0.445,1.397,-48.828,110.535,-85.632
2.965,-0.544,1.352,-19.958,-22.644,-48.584
2.432,-0.718,1.168,1.099,-146.545,-1.221
1.600,-0.870,0.949,14.221,-212.158,44.617
0.923,-0.921,0.781,21.057,-202.148,71.350
0.670,-0.946,0.813,21.790,-135.254,71.838
0.748,-0.979,0.951,17.273,-55.847,51.697
1.013,-0.994,1.091,8.057,-0.183,23.804
1.196,-0.939,1.155,-4.761,17.822,-1.709
1.228,-0.839,1.150,-15.625,5.310,-18.982
1.099,-0.769,1.066,-18.677,-20.630,-26.001
0.913,-0.775,0.979,-13.000,-41.809,-26.123
0.773,-0.792,0.940,-3.845,-46.204,-22.949
0.709,-0.797,0.960,3.967,-34.058,-18.494
0.733,-0.778,0.993,6.409,-14.465,-11.536
0.785,-0.701,1.023,2.869,3.540,-5.798
0.831,-0.604,1.038,-3.723,17.029,-3.723
0.961,-0.552,1.038,-11.536,24.475,-1.465
1.021,-0.482,1.004,-18.616,21.912,3.540
1.014,-0.390,0.961,-23.132,12.390,9.521
0.954,-0.318,0.907,-21.729,2.502,16.907
0.880,-0.298,0.836,-15.930,-1.526,24.658
0.833,-0.291,0.777,-10.681,1.770,30.212
0.849,-0.271,0.793,-7.385,9.949,32.654
0.859,-0.269,0.842,-4.761,19.714,33.386
0.898,-0.257,0.928,-3.296,31.189,33.142
0.974,-0.277,1.026,-2.930,41.992,32.898
1.070,-0.296,1.107,-5.066,47.668,33.875
1.173,-0.248,1.163,-11.536,46.692,36.072
1.239,-0.178,1.180,-20.508,37.048,41.321
1.204,-0.100,1.119,-29.846,22.156,48.157
1.134,-0.022,1.015,-36.194,9.766,54.382
1.067,0.023,0.917,-38.940,2.808,58.716
1.016,0.034,0.818,-37.476,-0.183,57.007
0.970,0.066,0.738,-32.471,0.916,47.668
0.947,0.068,0.693,-24.536,7.324,33.997
0.988,0.032,0.656,-16.418,16.968,21.912
1.052,0.052,0.635,-11.902,26.001,14.465
1.115,0.092,0.594,-9.888,28.931,11.597
1.123,0.166,0.552,-7.629,27.954,10.315
1.102,0.273,0.509,-4.761,27.832,11.536
1.097,0.334,0.494,0.244,29.846,16.052
