aX,aY,aZ,gX,gY,gZ
0.536,1.241,-1.012,-102.417,514.160,-196.777
0.624,1.287,-1.062,-124.939,556.702,-221.313
0.750,1.392,-1.041,-146.606,582.031,-243.652
0.880,1.383,-0.955,-165.649,585.876,-264.648
0.957,1.256,-0.820,-181.152,570.923,-285.156
1.269,1.085,-0.650,-194.336,541.687,-298.218
1.563,0.987,-0.529,-207.642,482.056,-288.574
1.455,0.951,-0.505,-208.801,405.518,-264.526
0.984,0.896,-0.491,-196.350,348.083,-243.896
0.645,0.751,-0.537,-172.485,330.627,-237.610
0.775,0.411,-0.583,-146.790,342.712,-244.690
-0.069,1.299,1.991,-135.376,368.835,-259.705
-3.782,2.526,3.628,-89.355,617.493,-327.820
0.324,0.066,1.717,-133.850,802.795,-412.048
3.235,-1.811,-0.679,-155.518,571.167,-382.446
1.796,-2.123,-1.839,-193.848,452.820,-347.046
0.986,-0.759,-1.034,-233.765,399.658,-352.295
1.050,-0.139,-0.050,-185.425,334.900,-332.703
0.945,-1.459,0.013,-42.847,267.151,-277.893
0.867,-3.134,0.195,50.293,217.834,-206.726
0.922,-4.000,0.278,87.891,147.583,-127.991
1.114,-4.000,0.126,75.928,60.181,-66.101
1.486,-4.000,-0.210,22.827,-16.846,-33.752
1.988,-3.470,-0.769,-23.010,-75.623,-39.063
2.270,-2.847,-1.103,-46.021,-103.088,-65.857
2.057,-2.108,-1.224,-48.950,-104.248,-84.839
1.488,-1.675,-0.770,-33.691,-78.796,-71.411
0.865,-1.082,-0.028,-6.104,-47.729,-29.907
0.502,-0.835,0.054,43.152,-35.889,24.841
0.595,-1.154,-0.065,83.130,-41.199,83.801
0.418,-1.180,-0.167,95.032,-46.082,125.427
0.046,-1.006,-0.180,97.473,-42.969,151.428
-0.021,-1.275,-0.258,89.355,-34.424,157.471
-0.065,-1.259,-0.129,56.030,-22.766,123.962
-0.125,-0.873,-0.027,17.639,-23.621,78.857
-0.127,-0.770,-0.165,-3.052,-34.363,46.387
-0.161,-0.736,-0.281,-21.240,-37.598,7.568
-0.121,-0.652,-0.313,-33.386,-28.564,-29.968
0.071,-0.628,-0.397,-36.987,-14.771,-58.105
0.345,-0.592,-0.390,-39.673,8.362,-74.890
0.462,-0.475,-0.305,-43.152,29.175,-79.529
0.583,-0.503,-0.409,-42.969,30.762,-74.951
0.631,-0.547,-0.448,-42.542,35.461,-64.819
0.644,-0.599,-0.462,-41.199,40.100,-48.523
0.698,-0.716,-0.535,-40.344,39.490,-27.954
0.673,-0.755,-0.603,-41.260,37.292,-10.437
0.568,-0.653,-0.616,-41.016,34.302,1.343
0.503,-0.550,-0.587,-33.875,29.907,11.414
0.443,-0.597,-0.641,-19.287,24.353,17.822
0.482,-0.791,-0.575,-7.629,25.452,12.512
0.421,-0.620,-0.429,-6.836,20.996,-5.493
0.367,-0.592,-0.442,3.052,9.827,-13.550
0.380,-0.723,-0.474,13.611,5.127,-18.677
0.442,-0.820,-0.459,18.127,6.470,-25.330
0.490,-0.838,-0.447,16.602,7.690,-32.471
0.502,-0.848,-0.468,11.597,8.301,-36.011
0.547,-0.865,-0.481,5.493,10.254,-36.316
0.581,-0.858,-0.510,-1.099,12.390,-34.790
0.592,-0.834,-0.557,-6.042,13.428,-31.067
0.610,-0.798,-0.585,-9.705,13.672,-26.794
0.630,-0.784,-0.620,-10.803,11.658,-22.461
0.588,-0.770,-0.684,-8.606,6.531,-19.104
0.519,-0.748,-0.727,-3.845,5.676,-16.785
0.525,-0.704,-0.724,2.686,11.230,-15.625
0.564,-0.697,-0.717,10.071,17.273,-15.320
0.552,-0.709,-0.708,18.250,21.851,-16.602
0.552,-0.730,-0.686,26.062,25.818,-17.578
0.586,-0.751,-0.651,33.447,27.771,-18.066
0.635,-0.769,-0.610,39.429,24.475,-17.517
0.668,-0.785,-0.595,43.274,14.771,-16.418
0.630,-0.788,-0.625,45.593,1.892,-15.442
0.586,-0.779,-0.645,47.485,-6.226,-14.160
0.571,-0.763,-0.655,50.598,-9.399,-12.634
0.549,-0.738,-0.652,54.565,-9.277,-11.108
0.517,-0.709,-0.635,59.448,-6.042,-8.972
0.485,-0.687,-0.611,64.941,-0.427,-5.249
0.500,-0.704,-0.582,69.336,6.287,-0.488
0.554,-0.712,-0.559,70.313,10.620,4.883
0.567,-0.714,-0.553,69.946,10.254,9.094
0.532,-0.722,-0.554,68.176,7.507,11.536
0.526,-0.745,-0.569,65.186,4.639,12.207
0.507,-0.771,-0.584,61.462,2.014,11.658
0.481,-0.777,-0.567,55.847,1.343,9.766
0.470,-0.761,-0.547,49.377,2.014,7.507
0.466,-0.747,-0.555,44.189,2.869,5.371
0.466,-0.715,-0.550,40.161,3.357,3.784
0.471,-0.679,-0.542,37.537,2.686,3.784
0.474,-0.676,-0.553,36.072,0.305,4.578
0.490,-0.694,-0.567,35.156,-2.441,5.859
0.500,-0.713,-0.574,33.630,-6.470,6.226
0.490,-0.709,-0.610,31.555,-11.292,5.371
0.474,-0.658,-0.636,30.823,-14.832,3.906
0.493,-0.592,-0.644,33.264,-16.968,3.052
0.501,-0.530,-0.654,40.283,-20.630,3.174
0.479,-0.528,-0.681,49.683,-24.475,4.822
0.446,-0.581,-0.704,59.326,-25.757,7.935
0.454,-0.637,-0.694,67.261,-23.254,12.085
0.504,-0.693,-0.683,72.632,-21.484,16.541
0.557,-0.749,-0.676,75.928,-22.949,20.203
0.596,-0.747,-0.665,77.026,-28.076,22.583
0.631,-0.668,-0.645,77.881,-36.804,23.743
0.667,-0.583,-0.643,80.505,-48.950,25.085
0.694,-0.565,-0.651,85.327,-63.477,27.710
0.680,-0.579,-0.662,89.661,-77.637,31.311
0.630,-0.610,-0.695,92.712,-88.684,35.339
0.588,-0.666,-0.734,94.116,-92.834,40.283
0.578,-0.713,-0.747,91.797,-90.393,45.532
0.590,-0.730,-0.736,87.158,-86.060,49.805
0.622,-0.706,-0.720,81.726,-82.214,52.795
0.636,-0.646,-0.705,76.965,-80.139,54.565
0.632,-0.577,-0.692,74.524,-79.529,54.749
0.655,-0.497,-0.668,75.928,-80.139,54.565
0.680,-0.416,-0.646,79.834,-84.290,55.359
0.704,-0.391,-0.635,86.853,-92.163,55.908
0.733,-0.386,-0.632,94.299,-101.807,56.702
0.742,-0.380,-0.642,100.708,-112.915,58.350
0.729,-0.383,-0.650,106.628,-123.291,60.974
0.712,-0.377,-0.661,112.183,-130.005,63.660
0.703,-0.341,-0.680,117.737,-133.789,65.979

0.813,1.444,-0.489,-30.762,17.151,19.897
0.656,1.538,-0.543,-72.144,19.348,28.015
0.453,1.607,-0.607,-127.686,28.503,36.987
0.186,1.716,-0.686,-192.566,46.509,44.983
-0.094,1.800,-0.747,-253.540,80.017,50.232
-0.270,1.868,-0.691,-304.993,133.423,50.171
-0.196,1.830,-0.525,-347.412,194.580,40.955
0.074,1.801,-0.331,-386.536,240.845,22.949
