aX,aY,aZ,gX,gY,gZ
0.268,1.400,1.351,-12.146,32.593,-5.798
0.280,1.820,1.472,-24.048,31.006,0.244
0.286,2.256,1.567,-30.212,23.987,11.963
0.252,2.565,1.609,-30.334,9.644,27.161
0.231,2.759,1.584,-29.358,-9.460,41.748
0.266,2.909,1.493,-30.334,-32.471,49.011
0.271,3.075,1.358,-30.090,-59.692,45.776
0.308,3.134,1.133,-25.208,-90.820,33.386
0.387,3.196,0.810,-17.639,-123.108,13.184
0.469,3.212,0.458,-13.550,-154.053,-5.859
0.548,3.206,0.143,-18.616,-181.885,-13.733
0.557,3.253,-0.120,-35.034,-205.566,-8.240
0.466,3.164,-0.354,-56.702,-220.886,5.310
0.236,2.981,-0.584,-77.148,-221.924,20.081
-0.029,2.676,-0.787,-85.571,-203.186,26.550
-0.207,2.237,-0.885,-74.402,-164.917,24.292
-0.282,1.674,-0.886,-47.119,-117.615,21.851
-0.394,0.949,-0.882,-16.602,-73.181,29.785
-0.635,0.078,-0.809,4.150,-33.936,49.866
-0.877,-0.774,-0.668,11.780,4.395,67.627
-1.007,-1.580,-0.519,8.972,47.119,73.547
-1.151,-2.301,-0.293,3.967,90.149,65.552
-1.146,-3.112,0.041,14.099,126.404,35.278
-0.996,-3.998,0.442,49.316,147.827,-19.409
-0.847,-4.000,0.928,100.464,152.039,-82.703
-0.522,-4.000,1.612,164.612,137.451,-133.484
-0.074,-4.000,2.097,253.723,105.469,-175.232
0.328,-4.000,2.125,344.849,71.838,-210.571
0.902,-4.000,1.781,384.033,59.265,-235.596
1.307,-3.448,1.558,355.469,85.571,-253.662
2.099,-2.375,1.734,269.165,143.860,-237.915
2.769,-0.827,2.162,163.513,180.908,-176.758
2.979,0.236,2.675,93.140,163.818,-81.909
2.664,-0.209,2.360,71.899,96.313,11.902
1.695,-0.765,2.192,49.133,28.076,66.528
1.107,-0.755,1.902,-10.193,-23.682,98.633
0.572,-0.832,1.513,-75.745,-60.913,119.995
-0.111,-0.673,1.269,-119.690,-67.383,117.126
-0.534,-0.636,0.983,-127.869,-48.279,104.492
-0.659,-0.695,0.742,-120.544,-10.559,87.097
-0.618,-0.626,0.671,-112.854,33.081,63.293
-0.398,-0.601,0.655,-102.600,65.674,43.762
-0.018,-0.567,0.749,-90.637,79.041,30.945
0.306,-0.544,0.865,-77.209,66.284,23.071
0.449,-0.639,0.911,-61.707,30.762,21.423
0.436,-0.680,0.911,-52.612,-8.667,27.466
0.274,-0.717,0.855,-52.795,-37.842,40.771
0.101,-0.658,0.842,-57.068,-47.058,53.711
-0.019,-0.639,0.842,-59.143,-36.926,61.890
-0.043,-0.655,0.892,-58.777,-13.245,65.674
-0.047,-0.660,0.907,-57.129,13.367,66.956
-0.065,-0.665,0.930,-54.749,39.612,67.017
-0.052,-0.704,0.927,-48.828,64.514,66.956
-0.041,-0.715,0.907,-39.734,88.074,65.125
-0.005,-0.695,0.882,-28.137,111.633,62.683
0.134,-0.699,0.896,-18.677,134.033,65.552
0.360,-0.746,0.981,-17.517,149.414,76.599
0.519,-0.724,1.049,-27.466,149.292,93.384
0.535,-0.574,1.039,-46.204,133.118,107.727
0.455,-0.472,0.955,-67.688,113.892,118.896
0.282,-0.496,0.814,-88.196,102.783,127.014
0.232,-0.276,0.857,-104.736,106.750,126.892
0.206,-0.119,0.787,-109.009,111.145,126.587
0.121,-0.047,0.615,-105.225,114.929,129.761
-0.047,0.069,0.528,-98.022,133.057,126.465
0.038,0.214,0.554,-83.984,163.635,120.422
0.256,0.139,0.520,-62.256,186.096,121.460
0.416,0.183,0.630,-45.837,201.050,117.004
0.470,0.137,0.526,-34.546,200.989,114.868
0.480,0.170,0.549,-30.762,197.754,114.014
0.464,0.191,0.499,-31.494,194.580,112.427
0.525,0.339,0.477,-33.325,188.477,108.948
0.567,0.389,0.497,-35.217,180.420,104.492
0.606,0.531,0.573,-35.889,171.875,100.098
0.603,0.488,0.462,-34.302,154.358,102.173
0.597,0.513,0.500,-33.875,137.817,103.821
0.562,0.536,0.474,-32.166,122.131,101.868
0.530,0.545,0.463,-28.931,105.774,98.938
0.440,0.579,0.465,-24.841,91.553,95.642
0.396,0.562,0.452,-17.944,83.252,91.614
0.405,0.606,0.444,-9.949,82.825,85.876
0.343,0.635,0.411,-3.357,84.229,80.872
0.381,0.595,0.407,-0.305,90.454,77.576
0.482,0.647,0.420,-1.831,96.680,73.242
0.508,0.670,0.421,-6.287,95.886,70.618
0.467,0.623,0.373,-14.221,89.844,70.923
0.430,0.578,0.329,-24.597,84.778,70.313
0.429,0.655,0.333,-33.936,80.872,67.322
0.377,0.745,0.339,-37.292,75.500,66.772
0.357,0.744,0.344,-34.424,70.557,69.214
0.354,0.737,0.373,-27.222,64.819,70.740
0.349,0.759,0.369,-16.602,57.922,68.909
0.385,0.734,0.386,-4.456,51.086,69.092
0.426,0.641,0.359,4.578,43.152,71.045
0.401,0.627,0.358,6.348,35.339,67.566
0.377,0.721,0.397,1.770,31.128,58.899
0.339,0.824,0.384,-8.118,28.687,55.237
0.255,0.824,0.368,-19.409,29.114,55.176
0.188,0.860,0.371,-29.480,34.912,50.903
0.147,0.896,0.397,-35.095,42.969,43.518
0.115,0.907,0.355,-35.522,51.086,32.593
0.085,0.911,0.352,-30.334,61.340,18.616
0.092,0.942,0.385,-23.254,73.181,4.639
0.170,0.925,0.422,-17.456,80.383,-6.409
0.248,0.864,0.437,-14.709,80.322,-15.076
0.294,0.839,0.396,-15.686,74.402,-23.743
0.369,0.855,0.409,-18.127,67.200,-32.654
0.470,0.915,0.435,-22.217,56.274,-38.879
0.483,0.962,0.447,-29.968,40.955,-39.734
0.446,0.974,0.434,-40.100,24.719,-37.720
0.413,0.951,0.405,-49.927,11.841,-36.072
0.403,0.942,0.355,-56.946,3.662,-36.438
0.402,0.925,0.322,-60.669,0.793,-39.063
0.448,0.893,0.332,-62.012,0.671,-42.542
0.498,0.861,0.355,-61.157,0.427,-45.227
0.522,0.857,0.364,-58.960,-1.343,-46.875
0.556,0.837,0.345,-56.396,-5.127,-45.227
0.557,0.795,0.328,-54.321,-8.728,-41.565
0.545,0.777,0.313,-54.688,-10.559,-40.405

0.742,1.801,-0.172,16.968,-93.994,-9.827
0.811,1.956,-0.199,13.794,-83.801,-3.540
0.831,2.150,-0.289,8.545,-77.454,4.517
0.781,2.454,-0.357,2.930,-70.068,11.414
0.825,2.765,-0.359,-1.648,-59.631,17.212
0.878,2.953,-0.429,-2.136,-52.979,20.752
0.791,3.074,-0.483,-1.404,-52.979,24.658
0.499,3.162,-0.531,-0.305,-64.941,39.124
0.222,3.228,-0.599,-0.366,-88.440,66.772
-0.109,3.265,-0.751,0.854,-121.094,96.985
-0.514,3.356,-0.923,4.395,-154.602,117.065
-0.965,3.438,-1.108,14.526,-182.861,119.385
-1.341,3.436,-1.205,38.818,-196.655,102.173
-1.605,3.184,-1.066,76.782,-197.571,74.707
-1.735,2.491,-0.779,118.408,-203.674,41.626
-1.759,1.632,-0.617,150.269,-220.764,-5.493
-1.689,0.662,-0.437,157.593,-238.708,-66.711
-1.660,-0.308,-0.237,134.888,-249.207,-125.793
-1.696,-1.066,-0.008,83.984,-237.915,-167.053
-1.519,-1.763,0.186,30.090,-183.289,-191.162
-1.105,-2.395,0.284,0.244,-68.604,-201.477
-0.322,-2.134,0.499,1.953,82.886,-178.162
0.916,-1.786,0.892,59.265,206.482,-109.497
1.989,-2.300,1.305,163.391,256.287,-20.447
2.213,-3.825,1.626,276.917,221.741,27.771
2.297,-4.000,1.472,346.191,140.808,-10.925
2.587,-4.000,1.260,316.223,56.824,-139.587
2.733,-4.000,1.422,192.200,-20.508,-278.198
2.565,-3.759,1.234,56.335,-96.130,-347.412
2.158,-2.596,0.921,-43.762,-143.311,-359.436
1.657,-1.433,0.521,-102.905,-137.268,-323.303
1.193,-0.545,0.275,-116.272,-73.792,-265.076
